domain_id,scop_code,class,fold,superfamily,family,pdb_id,chain,residues,protein_name,organism
d4flba_,a.118.9.0,a,118,9,0,4flb,A,,automated matches,Human (Homo sapiens) [TaxId: 9606]
d3ldza_,a.118.9.0,a,118,9,0,3ldz,A,,automated matches,Human (Homo sapiens) [TaxId: 9606]
d7cohe_,a.118.11.1,a,118,11,1,7coh,E,,Cytochrome c oxidase subunit E,Cow (Bos taurus) [TaxId: 9913]
d6t0bf_,a.118.11.0,a,118,11,0,6t0b,f,,automated matches,Baker's yeast (Saccharomyces cerevisiae) [TaxId: 559292]
d2grrb_,a.118.12.1,a,118,12,1,2grr,B,,"Ran-GTPase activating protein 1 (RanGAP1), C-terminal domain",Human (Homo sapiens) [TaxId: 9606]
d1k8kg_,a.118.13.1,a,118,13,1,1k8k,G,,Arp2/3 complex 16 kDa subunit ARPC5,Cow (Bos taurus) [TaxId: 9913]
d4fhrb1,a.118.14.1,a,118,14,1,4fhr,B,115-327,FliG,Thermotoga maritima [TaxId: 2336]
d3uswa_,a.118.14.0,a,118,14,0,3usw,A,,automated matches,Helicobacter pylori [TaxId: 210]
d1l5ja1,a.118.15.1,a,118,15,1,1l5j,A,1-160,"Aconitase B, N-terminal domain",Escherichia coli [TaxId: 562]
d3axja1,a.118.16.0,a,118,16,0,3axj,A,1-221,automated matches,Fruit fly (Drosophila melanogaster) [TaxId: 7227]
d1ldja2,a.118.17.1,a,118,17,1,1ldj,A,17-410,"Cullin homolog 1, Cul-1",Human (Homo sapiens) [TaxId: 9606]
d2d2sa1,a.118.17.2,a,118,17,2,2d2s,A,525-753,Exocyst complex component EXO84,Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]
d2b1ea_,a.118.17.2,a,118,17,2,2b1e,A,,automated matches,Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]
d6i2mb_,a.118.17.0,a,118,17,0,6i2m,B,,automated matches,Human (Homo sapiens) [TaxId: 9606]
d4a64a1,a.118.17.0,a,118,17,0,4a64,A,188-533,automated matches,Human (Homo sapiens) [TaxId: 9606]
d2wzka1,a.118.17.0,a,118,17,0,2wzk,A,12-386,automated matches,Mouse (Mus musculus) [TaxId: 10090]
d1klxa_,a.118.18.1,a,118,18,1,1klx,A,,Cysteine rich protein B (HcpB),Helicobacter pylori [TaxId: 210]
d1ouva1,a.118.18.1,a,118,18,1,1ouv,A,28-290,Cysteine rich protein C (HcpC),Helicobacter pylori [TaxId: 210]
d1q2za_,a.118.19.1,a,118,19,1,1q2z,A,,C-terminal domain of Ku80,Human (Homo sapiens) [TaxId: 9606]
d1wy6a_,a.118.20.1,a,118,20,1,1wy6,A,,Hypothetical protein ST1625,Sulfolobus tokodaii [TaxId: 111955]
d1kx9a_,a.118.21.1,a,118,21,1,1kx9,A,,Chemosensory protein Csp2,Cabbage moth (Mamestra brassicae) [TaxId: 55057]
d1n4ka1,a.118.22.1,a,118,22,1,1n4k,A,436-602,"IP3 receptor type 1 binding core, domain 2",Mouse (Mus musculus) [TaxId: 10090]
d2a9ua1,a.118.23.1,a,118,23,1,2a9u,A,6-139,"Ubiquitin carboxyl-terminal hydrolase 8, USH8",Human (Homo sapiens) [TaxId: 9606]
d2ajaa1,a.118.24.1,a,118,24,1,2aja,A,3-348,Hypothetical protein LPG2416,Legionella pneumophila [TaxId: 446]
d1yvra1,a.118.25.1,a,118,25,1,1yvr,A,5-363,60-kda SS-aARo ribonucleoprotein,African clawed frog (Xenopus laevis) [TaxId: 8355]
d2ouxa1,a.118.26.1,a,118,26,1,2oux,A,6-135,Magnesium transporter MgtE,Enterococcus faecalis [TaxId: 1351]
d2yvya1,a.118.26.0,a,118,26,0,2yvy,A,5-131,automated matches,Thermus thermophilus HB8 [TaxId: 300852]
d2f6hx_,a.118.27.1,a,118,27,1,2f6h,X,,Myosin-2 (Myo2p) cargo binding domain,Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]
d3mmia_,a.118.27.1,a,118,27,1,3mmi,A,,Myosin-4 (Myo4p) globular tail,Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]
d6ku0a_,a.118.27.1,a,118,27,1,6ku0,A,,automated matches,Mouse (Mus musculus) [TaxId: 10090]
d4cr2z2,a.118.28.1,a,118,28,1,4cr2,Z,49-367,"Proteasome regulatory subunit Rpn1, N-terminal domain",Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]
d4adya2,a.118.28.1,a,118,28,1,4ady,A,4-308,"Proteasome regulatory subunit Rpn2, N-terminal domain",Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]
d5r0db2,a.118.29.1,a,118,29,1,5r0d,B,170-317,U5 small nuclear riboprotein particle assembly factor Aar2 C-terminal domain,Baker's yeast (Saccharomyces cerevisiae) [TaxId: 559292]
d5f5ta_,a.118.30.1,a,118,30,1,5f5t,A,,Pre-mRNA splicing factor Prp38A,Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) [TaxId: 759272]
d4rz9a_,a.118.30.1,a,118,30,1,4rz9,A,,Pre-mRNA splicing factor Prp38A,Human (Homo sapiens) [TaxId: 9606]
d3pzwa2,a.119.1.1,a,119,1,1,3pzw,A,150-839,"Lipoxigenase, C-terminal domain","Soybean (Glycine max), isozyme L1 [TaxId: 3847]"
d3v98a2,a.119.1.0,a,119,1,0,3v98,A,115-673,automated matches,Human (Homo sapiens) [TaxId: 9606]
d1c1ka_,a.120.1.1,a,120,1,1,1c1k,A,,gene 59 helicase assembly protein,Bacteriophage T4 [TaxId: 10665]
d1ui5a2,a.121.1.1,a,121,1,1,1ui5,A,80-212,A-factor receptor homolog CprB,Streptomyces coelicolor [TaxId: 1902]
d3q0wa2,a.121.1.1,a,121,1,1,3q0w,A,95-214,Ethr repressor,Mycobacterium tuberculosis [TaxId: 1773]
d4jyka2,a.121.1.1,a,121,1,1,4jyk,A,87-212,Hypothetical transcriptional regulator YcdC,Escherichia coli [TaxId: 562]
d1rkta2,a.121.1.1,a,121,1,1,1rkt,A,83-205,Hypothetical transcriptional regulator YfiR,Bacillus subtilis [TaxId: 1423]
d1vi0a2,a.121.1.1,a,121,1,1,1vi0,A,78-194,Hypothetical transcriptional regulator YsiA,Bacillus subtilis [TaxId: 1423]
d3br0a2,a.121.1.1,a,121,1,1,3br0,A,73-187,Multidrug binding protein QacR,Staphylococcus aureus [TaxId: 1280]
d2gena2,a.121.1.1,a,121,1,1,2gen,A,76-193,Probable transcriptional regulator PA1836,Pseudomonas aeruginosa [TaxId: 287]
d2fd5a2,a.121.1.1,a,121,1,1,2fd5,A,77-180,Probable transcriptional regulator PA3133,Pseudomonas aeruginosa [TaxId: 287]
d2gfna2,a.121.1.1,a,121,1,1,2gfn,A,81-199,Probable transcriptional regulator RHA1_ro04631,Rhodococcus sp. RHA1 [TaxId: 101510]
d2d6ya2,a.121.1.1,a,121,1,1,2d6y,A,75-192,Putative regulator SCO4008,Streptomyces coelicolor [TaxId: 1902]
d2oi8a2,a.121.1.1,a,121,1,1,2oi8,A,87-216,Putative regulatory protein Sco4313,Streptomyces coelicolor [TaxId: 1902]
d2g3ba2,a.121.1.1,a,121,1,1,2g3b,A,74-189,Putative transcriptional regulator,Rhodococcus sp. RHA1 [TaxId: 101510]
d2g7sa2,a.121.1.1,a,121,1,1,2g7s,A,77-192,Putative transcriptional regulator Atu0279,Agrobacterium tumefaciens [TaxId: 358]
d2g7ga2,a.121.1.1,a,121,1,1,2g7g,A,74-205,Putative transcriptional regulator Rha04620,Rhodococcus sp. RHA1 [TaxId: 101510]
d2hkua2,a.121.1.1,a,121,1,1,2hku,A,88-208,Putative transcriptional regulator RHA1_ro03468,Rhodococcus sp. RHA1 [TaxId: 101510]
d2i10a2,a.121.1.1,a,121,1,1,2i10,A,79-194,Putative transcriptional regulator RHA1_ro09068,Rhodococcus sp. [TaxId: 1831]
d2np3a2,a.121.1.1,a,121,1,1,2np3,A,100-211,Putative transcriptional regulator SCO0857,Streptomyces coelicolor [TaxId: 1902]
d3c07a2,a.121.1.1,a,121,1,1,3c07,A,90-235,Putative transcriptional regulator SCO4850,Streptomyces coelicolor [TaxId: 1902]
d2hyja2,a.121.1.1,a,121,1,1,2hyj,A,83-200,Putative transcriptional regulator SCO4940,Streptomyces coelicolor [TaxId: 1902]
d2id3a2,a.121.1.1,a,121,1,1,2id3,A,81-203,Putative transcriptional regulator SCO5951,Streptomyces coelicolor [TaxId: 1902]
d2g7la2,a.121.1.1,a,121,1,1,2g7l,A,87-230,Putative transcriptional regulator SCO7704,Streptomyces coelicolor [TaxId: 1902]
d1sgma2,a.121.1.1,a,121,1,1,1sgm,A,78-188,Putative transcriptional regulator YxaF,Bacillus subtilis [TaxId: 1423]
d1t33a2,a.121.1.1,a,121,1,1,1t33,A,89-220,Putative transcriptional repressor YbiH,Salmonella typhimurium [TaxId: 90371]
d2xpwa2,a.121.1.1,a,121,1,1,2xpw,A,68-208,"Tetracyclin repressor (Tet-repressor, TetR)",Escherichia coli [TaxId: 562]
d2iu5a2,a.121.1.1,a,121,1,1,2iu5,A,72-180,Transcriptional activator DhaS,Lactococcus lactis [TaxId: 1358]
d2fq4a2,a.121.1.1,a,121,1,1,2fq4,A,78-192,Transcriptional regulator BC3163,Bacillus cereus [TaxId: 1396]
d1zk8a2,a.121.1.1,a,121,1,1,1zk8,A,78-182,Transcriptional regulator BC5000,Bacillus cereus [TaxId: 1396]
d2o7ta2,a.121.1.1,a,121,1,1,2o7t,A,79-188,Transcriptional regulator Cgl1640/Cg1846,Corynebacterium glutamicum [TaxId: 1718]
d2yvea2,a.121.1.1,a,121,1,1,2yve,A,75-175,Transcriptional regulator Cgl2612,Corynebacterium glutamicum [TaxId: 1718]
d1z0xa2,a.121.1.1,a,121,1,1,1z0x,A,72-220,Transcriptional regulator EF0787,Enterococcus faecalis [TaxId: 1351]
d2fbqa2,a.121.1.1,a,121,1,1,2fbq,A,81-214,Transcriptional regulator PsrA,Pseudomonas aeruginosa [TaxId: 287]
d2np5a2,a.121.1.1,a,121,1,1,2np5,A,78-195,Transcriptional regulator RHA1_ro04179,Rhodococcus sp. [TaxId: 1831]
d2id6a2,a.121.1.1,a,121,1,1,2id6,A,76-200,Transcriptional regulator TM1030,Thermotoga maritima [TaxId: 2336]
d2jk3a2,a.121.1.1,a,121,1,1,2jk3,A,77-190,automated matches,Bacillus cereus [TaxId: 1396]
d1osha1,a.123.1.1,a,123,1,1,1osh,A,248-475,Bile acid receptor FXR,Human (Homo sapiens) [TaxId: 9606]
d3olla_,a.123.1.1,a,123,1,1,3oll,A,,Estrogen receptor beta,Human (Homo sapiens) [TaxId: 9606]
d1pzla_,a.123.1.1,a,123,1,1,1pzl,A,,Hepatocyte nuclear factor 4-alpha,Human (Homo sapiens) [TaxId: 9606]
d1xvpb_,a.123.1.1,a,123,1,1,1xvp,B,,Orphan nuclear receptor NR1I3 (CAR),Human (Homo sapiens) [TaxId: 9606]
d3v3ea_,a.123.1.1,a,123,1,1,3v3e,A,,Orphan nuclear receptor NR4A1,Human (Homo sapiens) [TaxId: 9606]
d1nq7a_,a.123.1.1,a,123,1,1,1nq7,A,,Orphan nuclear receptor ROR-beta,Norway rat (Rattus norvegicus) [TaxId: 10116]
d6kaxa_,a.123.1.1,a,123,1,1,6kax,A,,"Peroxisome proliferator activated receptor alpha, PPAR-alpha",Human (Homo sapiens) [TaxId: 9606]
d7axea_,a.123.1.1,a,123,1,1,7axe,A,,"Pregnane x receptor, PXR",Human (Homo sapiens) [TaxId: 9606]
d1fcya_,a.123.1.1,a,123,1,1,1fcy,A,,Retinoic acid receptor gamma (RAR-gamma),Human (Homo sapiens) [TaxId: 9606]
d3ilza1,a.123.1.1,a,123,1,1,3ilz,A,148-410,Thyroid hormone receptor alpha1 (TR-alpha1),Human (Homo sapiens) [TaxId: 9606]
d1g2na_,a.123.1.1,a,123,1,1,1g2n,A,,"Ultraspiracle protein, usp",Tobacco budworm (Heliothis virescens) [TaxId: 7102]
d3vhva1,a.123.1.1,a,123,1,1,3vhv,A,727-984,automated matches,Human (Homo sapiens) [TaxId: 9606]
d2e2ra_,a.123.1.1,a,123,1,1,2e2r,A,,automated matches,Human (Homo sapiens) [TaxId: 9606]
d3a40x_,a.123.1.1,a,123,1,1,3a40,X,,automated matches,Human (Homo sapiens) [TaxId: 9606]
d3plza_,a.123.1.1,a,123,1,1,3plz,A,,automated matches,Human (Homo sapiens) [TaxId: 9606]
d3fc6b_,a.123.1.1,a,123,1,1,3fc6,B,,automated matches,Mouse (Mus musculus) [TaxId: 10090]
d7bjud_,a.123.1.1,a,123,1,1,7bju,D,,automated matches,Tobacco budworm (Heliothis virescens) [TaxId: 7102]
d3ltxa_,a.123.1.0,a,123,1,0,3ltx,A,,automated matches,Crassostrea gigas [TaxId: 29159]
d2iz2a1,a.123.1.0,a,123,1,0,2iz2,A,-1-1025,automated matches,Fruit fly (Drosophila melanogaster) [TaxId: 7227]
d3cjwa1,a.123.1.0,a,123,1,0,3cjw,A,175-407,automated matches,Human (Homo sapiens) [TaxId: 9606]
d1ca1a1,a.124.1.1,a,124,1,1,1ca1,A,1-249,"Alpha-toxin, N-terminal domain","Clostridium perfringens, different strains [TaxId: 1502]"
d1p5xa_,a.124.1.1,a,124,1,1,1p5x,A,,Bacterial phosholipase C,Bacillus cereus [TaxId: 1396]
d5fbfa_,a.124.1.0,a,124,1,0,5fbf,A,,automated matches,Aspergillus oryzae [TaxId: 510516]
d4cxpa1,a.124.1.0,a,124,1,0,4cxp,A,1-263,automated matches,Thale cress (Arabidopsis thaliana) [TaxId: 3702]
d1kxpd1,a.126.1.1,a,126,1,1,1kxp,D,17-214,Vitamin D binding protein,Human (Homo sapiens) [TaxId: 9606]
d1kxpd2,a.126.1.1,a,126,1,1,1kxp,D,215-404,Vitamin D binding protein,Human (Homo sapiens) [TaxId: 9606]
d1kxpd3,a.126.1.1,a,126,1,1,1kxp,D,405-473,Vitamin D binding protein,Human (Homo sapiens) [TaxId: 9606]
d6hn1a1,a.126.1.0,a,126,1,0,6hn1,A,1-195,automated matches,Goat (Capra hircus) [TaxId: 9925]
d6hn1a2,a.126.1.0,a,126,1,0,6hn1,A,196-387,automated matches,Goat (Capra hircus) [TaxId: 9925]
d6hn1a3,a.126.1.0,a,126,1,0,6hn1,A,388-583,automated matches,Goat (Capra hircus) [TaxId: 9925]
d1dofa_,a.127.1.1,a,127,1,1,1dof,A,,Adenylosuccinate lyase,Pyrobaculum aerophilum [TaxId: 13773]
d1c3ca_,a.127.1.1,a,127,1,1,1c3c,A,,Adenylosuccinate lyase,Thermotoga maritima [TaxId: 2336]
d1tjva_,a.127.1.1,a,127,1,1,1tjv,A,,Argininosuccinate lyase/delta-crystallin,"Domestic duck (Anas platyrhynchos), delta-crystallin [TaxId: 8839]"
d1jswa_,a.127.1.1,a,127,1,1,1jsw,A,,L-aspartate ammonia lyase,Escherichia coli [TaxId: 562]
d7miwa1,a.127.1.1,a,127,1,1,7miw,A,1-462,automated matches,Elizabethkingia anophelis [TaxId: 1338011]
d1gkma_,a.127.1.2,a,127,1,2,1gkm,A,,Histidine ammonia-lyase (HAL),Pseudomonas putida [TaxId: 303]
d1y2ma_,a.127.1.2,a,127,1,2,1y2m,A,,"Phenylalanine ammonia-lyase, PAL",Fungus (Rhodosporidium toruloides) [TaxId: 5286]
d1w27a_,a.127.1.2,a,127,1,2,1w27,A,,"Phenylalanine ammonia-lyase, PAL","Parsley (Petroselinum crispum), PAL1 [TaxId: 4043]"
d2j84a_,a.127.1.0,a,127,1,0,2j84,A,,automated matches,Human (Homo sapiens) [TaxId: 9606]
d3bhga_,a.127.1.0,a,127,1,0,3bhg,A,,automated matches,Legionella pneumophila [TaxId: 272624]
d3c8ta_,a.127.1.0,a,127,1,0,3c8t,A,,automated matches,Mesorhizobium sp. [TaxId: 266779]
d6iemb_,a.127.1.0,a,127,1,0,6iem,B,,automated matches,Mycobacterium tuberculosis [TaxId: 83332]
d6s7ja_,a.127.1.0,a,127,1,0,6s7j,A,,automated matches,Treponema denticola [TaxId: 999437]
d1rtra_,a.128.1.1,a,128,1,1,1rtr,A,,Farnesyl diphosphate synthase (geranyltranstransferase),Staphylococcus aureus [TaxId: 1280]
d2fvia_,a.128.1.1,a,128,1,1,2fvi,A,,Geranylgeranyl pyrophosphate synthetase,Human (Homo sapiens) [TaxId: 9606]
d1v4ea_,a.128.1.1,a,128,1,1,1v4e,A,,Octoprenyl-diphosphate synthase,Thermotoga maritima [TaxId: 2336]
d4demf_,a.128.1.1,a,128,1,1,4dem,F,,automated matches,Human (Homo sapiens) [TaxId: 9606]
d3vj8a_,a.128.1.2,a,128,1,2,3vj8,A,,automated matches,Human (Homo sapiens) [TaxId: 9606]
d3m00a2,a.128.1.3,a,128,1,3,3m00,A,221-548,automated matches,Tobacco (Nicotiana tabacum) [TaxId: 4097]
d6wkca_,a.128.1.4,a,128,1,4,6wkc,A,,Pentalenene synthase,"Streptomyces sp., UC5319 [TaxId: 1931]"
d4kwda_,a.128.1.4,a,128,1,4,4kwd,A,,automated matches,Aspergillus terreus [TaxId: 33178]
d2ps5a_,a.128.1.5,a,128,1,5,2ps5,A,,Trichodiene synthase,Fusarium sporotrichioides [TaxId: 5514]
d4fjqa2,a.128.1.0,a,128,1,0,4fjq,A,219-546,automated matches,Artemisia annua [TaxId: 35608]
d3npka1,a.128.1.0,a,128,1,0,3npk,A,2-281,automated matches,Campylobacter jejuni [TaxId: 195099]
d3ucaa_,a.128.1.0,a,128,1,0,3uca,A,,automated matches,Clostridium perfringens [TaxId: 1502]
d2q58a_,a.128.1.0,a,128,1,0,2q58,A,,automated matches,Cryptosporidium parvum [TaxId: 353152]
d3loma1,a.128.1.0,a,128,1,0,3lom,A,8-309,automated matches,Legionella pneumophila [TaxId: 272624]
d3ipia_,a.128.1.0,a,128,1,0,3ipi,A,,automated matches,Methanosarcina mazei [TaxId: 2209]
d3n0fa2,a.128.1.0,a,128,1,0,3n0f,A,266-595,automated matches,Populus tremula [TaxId: 80863]
d3lsna1,a.128.1.0,a,128,1,0,3lsn,A,4-293,automated matches,Pseudomonas fluorescens [TaxId: 220664]
d6a1ia2,a.128.1.0,a,128,1,0,6a1i,A,237-564,automated matches,Santalum album [TaxId: 35974]
d4lfea1,a.128.1.0,a,128,1,0,4lfe,A,1-289,automated matches,Streptococcus uberis [TaxId: 218495]
d6q4sa_,a.128.1.0,a,128,1,0,6q4s,A,,automated matches,Streptomyces chartreusis [TaxId: 1079985]
d5i1ua_,a.128.1.0,a,128,1,0,5i1u,A,,automated matches,Streptomyces citricolor [TaxId: 212427]
d5nx5a_,a.128.1.0,a,128,1,0,5nx5,A,,automated matches,Streptomyces clavuligerus [TaxId: 1901]
d5nx7a1,a.128.1.0,a,128,1,0,5nx7,A,4-315,automated matches,Streptomyces clavuligerus [TaxId: 443255]
d6egka_,a.128.1.0,a,128,1,0,6egk,A,,automated matches,Streptomyces clavuligerus [TaxId: 443255]
d7kjga_,a.128.1.0,a,128,1,0,7kjg,A,,automated matches,Streptomyces coelicolor [TaxId: 100226]
d5dz2a_,a.128.1.0,a,128,1,0,5dz2,A,,automated matches,Streptomyces coelicolor [TaxId: 100226]
d7bzba2,a.128.1.0,a,128,1,0,7bzb,A,226-554,automated matches,Thale cress (Arabidopsis thaliana) [TaxId: 3702]
d4wk5a1,a.128.1.0,a,128,1,0,4wk5,A,1-268,automated matches,Thermotoga neapolitana [TaxId: 309803]
d5c05a2,a.128.1.0,a,128,1,0,5c05,A,269-596,automated matches,Thymus vulgaris [TaxId: 49992]
d6sdpa_,a.128.1.0,a,128,1,0,6sdp,A,,automated matches,Trypanosoma cruzi [TaxId: 5693]
d1kp8a1,a.129.1.1,a,129,1,1,1kp8,A,,"GroEL, E domain",Escherichia coli [TaxId: 562]
d1q3qa1,a.129.1.2,a,129,1,2,1q3q,A,,"Thermosome, E domain","Thermococcus sp. ks-1, alpha chain [TaxId: 79679]"
d1ecma_,a.130.1.1,a,130,1,1,1ecm,A,,Chorismate mutase domain of P-protein,Escherichia coli [TaxId: 562]
d2d8da1,a.130.1.1,a,130,1,1,2d8d,A,3-82,Chorismate mutase domain of P-protein,Thermus thermophilus [TaxId: 274]
d1ybza1,a.130.1.1,a,130,1,1,1ybz,A,2-75,mono-domain chorismate mutase,Pyrococcus furiosus [TaxId: 2261]
d3reta_,a.130.1.1,a,130,1,1,3ret,A,,automated matches,Pseudomonas aeruginosa [TaxId: 287]
d5csma_,a.130.1.2,a,130,1,2,5csm,A,,Allosteric chorismate mutase,Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]
d2gtvx1,a.130.1.3,a,130,1,3,2gtv,X,1-101,Chorismate mutase-like protein MJ0246,Methanococcus jannaschii [TaxId: 2190]
d2fp1a_,a.130.1.4,a,130,1,4,2fp1,A,,Secreted chorismate mutase,Mycobacterium tuberculosis [TaxId: 1773]
d6cnza_,a.130.1.0,a,130,1,0,6cnz,A,,automated matches,Burkholderia thailandensis [TaxId: 271848]
d5ts9a_,a.130.1.0,a,130,1,0,5ts9,A,,automated matches,Paraburkholderia phymatum [TaxId: 391038]
d4ppua_,a.130.1.0,a,130,1,0,4ppu,A,,automated matches,Thale cress (Arabidopsis thaliana) [TaxId: 3702]
d1pprm1,a.131.1.1,a,131,1,1,1ppr,M,1-156,Peridinin-chlorophyll protein,Dinoflagellate (Amphidinium carterae) [TaxId: 2961]
d1wzda_,a.132.1.1,a,132,1,1,1wzd,A,,Heme oxygenase HmuO,Corynebacterium diphtheriae [TaxId: 1717]
d3czya_,a.132.1.1,a,132,1,1,3czy,A,,Heme oxygenase-1 (HO-1),Human (Homo sapiens) [TaxId: 9606]
d1j77a_,a.132.1.2,a,132,1,2,1j77,A,,Heme oxygenase HemO (PigA),Neisseria meningitidis [TaxId: 487]
d1sk7a_,a.132.1.2,a,132,1,2,1sk7,A,,Heme oxygenase HemO (PigA),Pseudomonas aeruginosa [TaxId: 287]
d2a2ma1,a.132.1.3,a,132,1,3,2a2m,A,10-240,Hypothetical protein BT3146,Bacteroides thetaiotaomicron [TaxId: 818]
d1wwma1,a.132.1.3,a,132,1,3,1wwm,A,11-190,Hypothetical protein TTHA0169 (TT2028),Thermus thermophilus [TaxId: 274]
d1udda_,a.132.1.3,a,132,1,3,1udd,A,,Hypothetical transcriptional regulator PH1161,Pyrococcus horikoshii [TaxId: 53953]
d1rtwa_,a.132.1.3,a,132,1,3,1rtw,A,,Putative transcriptional activator PF1337,Pyrococcus furiosus [TaxId: 2261]
d1yaka_,a.132.1.3,a,132,1,3,1yak,A,,Transcriptional activator TenA,Bacillus subtilis [TaxId: 1423]
d2q4xa_,a.132.1.3,a,132,1,3,2q4x,A,,automated matches,Thale cress (Arabidopsis thaliana) [TaxId: 3702]
d3hlxa1,a.132.1.4,a,132,1,4,3hlx,A,2-251,"Coenzyme PQQ synthesis protein C, PqqC",Klebsiella pneumoniae [TaxId: 272620]
d1rcwa_,a.132.1.4,a,132,1,4,1rcw,A,,Hypothetical protein CT610,Chlamydia trachomatis [TaxId: 813]
d3ibxa1,a.132.1.0,a,132,1,0,3ibx,A,1-217,automated matches,Helicobacter pylori [TaxId: 210]
d3mvua_,a.132.1.0,a,132,1,0,3mvu,A,,automated matches,Ruegeria sp. [TaxId: 292414]
d3no6a1,a.132.1.0,a,132,1,0,3no6,A,1-227,automated matches,Staphylococcus epidermidis [TaxId: 176280]
d1z72a_,a.132.1.0,a,132,1,0,1z72,A,,automated matches,Streptococcus pneumoniae [TaxId: 170187]
d2qzca_,a.132.1.0,a,132,1,0,2qzc,A,,automated matches,Sulfolobus solfataricus [TaxId: 273057]
d1poca_,a.133.1.1,a,133,1,1,1poc,A,,Phospholipase A2,Honeybee (Apis mellifera) [TaxId: 7460]
d1g4ia_,a.133.1.2,a,133,1,2,1g4i,A,,Phospholipase A2,"Cow (Bos taurus), pancreas [TaxId: 9913]"
d5owca_,a.133.1.2,a,133,1,2,5owc,A,,Phospholipase A2,"Human (Homo sapiens), SPLA2 [TaxId: 9606]"
d2g58a_,a.133.1.2,a,133,1,2,2g58,A,,automated matches,Daboia russellii [TaxId: 97228]
d1lwba_,a.133.1.3,a,133,1,3,1lwb,A,,Prokaryotic phospholipase A2,Streptomyces violaceoruber [TaxId: 1935]
d2aiba_,a.134.1.1,a,134,1,1,2aib,A,,beta-cinnamomin,Fungus (Phytophthora cinnamomi) [TaxId: 4785]
d4bkha1,a.135.1.1,a,135,1,1,4bkh,A,112-201,automated matches,Human (Homo sapiens) [TaxId: 9606]
d3mw6a_,a.136.1.1,a,136,1,1,3mw6,A,,Hypothetical protein NMB1681,Neisseria meningitidis [TaxId: 487]
d1dvoa_,a.136.1.1,a,136,1,1,1dvo,A,,Repressor of bacterial conjugation FinO,Escherichia coli [TaxId: 562]
d1vq821,a.137.1.1,a,137,1,1,1vq8,2,1-49,Ribosomal protein L39e,Haloarcula marismortui [TaxId: 2238]
d2ad6b_,a.137.2.1,a,137,2,1,2ad6,B,,"Methanol dehydrogenase, light chain","Methylophilus methylotrophus, w3a1 [TaxId: 17]"
d3v5wg_,a.137.3.1,a,137,3,1,3v5w,G,,"Transducin (heterotrimeric G protein), gamma chain",Cow (Bos taurus) [TaxId: 9913]
d1tbge_,a.137.3.1,a,137,3,1,1tbg,E,,"Transducin (heterotrimeric G protein), gamma chain",Cow (Bos taurus) [TaxId: 9913]
d1hfes_,a.137.4.1,a,137,4,1,1hfe,S,,Fe-only hydrogenase smaller subunit,Desulfovibrio desulfuricans [TaxId: 876]
d1ef1c_,a.137.5.1,a,137,5,1,1ef1,C,,Moesin tail domain,Human (Homo sapiens) [TaxId: 9606]
d1dpjb_,a.137.7.1,a,137,7,1,1dpj,B,,Proteinase A inhibitor IA3,Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]
d2hld1_,a.137.8.1,a,137,8,1,2hld,1,,Epsilon subunit of mitochondrial F1F0-ATP synthase,Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]
d2jdii_,a.137.8.1,a,137,8,1,2jdi,I,,automated matches,Cow (Bos taurus) [TaxId: 9913]
d1pbyc_,a.137.9.1,a,137,9,1,1pby,C,,Quinohemoprotein amine dehydrogenase C chain,Paracoccus denitrificans [TaxId: 266]
d3ryce1,a.137.10.1,a,137,10,1,3ryc,E,5-145,Stathmin 4,Norway rat (Rattus norvegicus) [TaxId: 10116]
d1rp3b_,a.137.11.1,a,137,11,1,1rp3,B,,Anti-sigma factor FlgM,Aquifex aeolicus [TaxId: 63363]
d3ip4c_,a.137.12.1,a,137,12,1,3ip4,C,,"Glu-tRNAGln amidotransferase C subunit, GatC",Staphylococcus aureus [TaxId: 158878]
d1wmib1,a.137.13.1,a,137,13,1,1wmi,B,7-67,Hypothetical protein PHS014,Pyrococcus horikoshii [TaxId: 53953]
d2fo1d1,a.137.14.1,a,137,14,1,2fo1,D,52-114,"Abnormal cell lineage protein 3, Lag-3",Nematode (Caenorhabditis elegans) [TaxId: 6239]
d2es4d1,a.137.15.1,a,137,15,1,2es4,D,53-332,Lipase chaperone LifO (LipB),Burkholderia glumae [TaxId: 337]
d3caoa_,a.138.1.1,a,138,1,1,3cao,A,,Cytochrome c3,Desulfovibrio africanus [TaxId: 873]
d1w7oa_,a.138.1.1,a,138,1,1,1w7o,A,,Cytochrome c3,Desulfovibrio baculatus (Desulfomicrobium baculatus) [TaxId: 899]
d1aqea_,a.138.1.1,a,138,1,1,1aqe,A,,Cytochrome c3,"Desulfovibrio desulfuricans, different strains [TaxId: 876]"
d1gyoa_,a.138.1.1,a,138,1,1,1gyo,A,,Cytochrome c3,"Desulfovibrio gigas, di-tetraheme cytochrome c3 [TaxId: 879]"
